word,count
 ,146
哈哈哈,57
耶,40
哈哈哈哈,24
骂,23
草,22
猎人,21
银子,21
说,16
银,15
好活,15
嫖,14
做,14
可爱,14
术士,11
视频,10
鬼,9
命运,9
爱,9
举报,9
吸吸,9
加油,9
口,8
up,8
胡,7
音量,7
调小,7
一点,7
不行,7
子,7
死,6
机灵,6
泰坦,6
这是,6
买,6
想,6
笑,6
画质,6
好家伙,6
我白,6
只能,6
吃辣条,6
我三连,6
明天,6
赚大钱,6
声音,6
凯德,6
请,6
钱,6
猫,6
