word,count
好听,4
牛,2
唱,2
关注,2
爱,2
偶像,2
好强,1
草,1
内味,1
还加,1
滤镜,1
栗子,1
加油,1
信息,1
一半,1
系列,1
好好,1
听,1
支持,1
这是,1
嘴里,1
含,1
张惠妹,1
6666,1
鼓掌,1
哇塞,1
声音,1
聽,1
可惜,1
电脑,1
刷,1
d,1
真不错,1
棒,1
