word,count
 ,113
牌,9
胡,9
宝牌,7
听,6
自摸,6
挺,5
机会,5
傻人,5
傻福,5
分,5
三岁,4
舰长,4
∠,4
￣,4
昨天,4
番,4
扔,4
里,4
记住,4
役,4
←,4
晚上,3
点,3
幺,3
这牌,3
两把,3
三家,3
张,3
清一色,3
好像,3
打过,3
口,3
条,3
复盘,3
哈哈哈,3
草,2
少,2
大牌,2
7700,2
分数,2
岁,2
溜,2
三个,2
断,2
笨蛋,2
电脑,2
▽,2
第一,2
¬,2
