3295,13.980000
38829,16.720000
45502,18.220000
52522,13.590000
70070,19.650000
72960,12.760000
117906,17.980000
130209,21.130000
140378,16.270000
163653,23.530000
186463,11.330000
198297,14.090000
249243,16.900000
257319,15.780000
264161,16.030000
282994,12.520000
298484,18.640000
314993,14.270000
317000,15.580000
352332,11.970000
370515,19.220000
408696,17.890000
433307,17.790000
451793,22.280000
477792,15.030000
487902,13.910000
492862,13.420000
501280,12.000000
510047,15.150000
512480,17.780000
518817,14.520000
529249,11.600000
545511,17.100000
607286,17.420000
610390,12.390000
611813,15.710000
620903,11.300000
625978,21.740000
632960,15.470000
640283,12.630000
651649,14.140000
659401,26.150000
679945,17.460000
720964,26.610000
731556,15.320000
738406,11.720000
741520,15.500000
743603,14.620000
744713,14.390000
745493,17.570000
749499,15.440000
839059,9.950000
846180,13.200000
871336,18.520000
899804,10.270000
922573,11.980000
1329434,24.330000
1352646,10.220000
1359996,14.960000
1382784,25.000000
1401928,16.530000
1420223,18.870000
1442771,19.840000
1473830,15.460000
1480838,13.310000
1485569,24.060000
1506609,11.410000
1516482,16.540000
1523623,14.670000
1590297,25.810000
1610379,14.290000
1612112,14.880000
1697694,16.050000
1721774,20.380000
1740548,13.500000
1750561,23.220000
1764912,11.250000
1780645,12.300000
1791514,7.280000
1817276,16.360000
1836495,12.030000
1869304,14.820000
1950658,14.940000
2100679,12.550000
2128310,12.500000
2141017,15.150000
2239559,11.690000
2299184,12.760000
2308730,31.220000
2341174,12.060000
2683466,11.870000
2878144,14.080000
3009298,18.410000
3032688,19.110000
3034238,17.320000
3035105,14.430000
3046429,11.380000
3149619,14.160000
3303103,20.530000
3328498,19.610000
3821157,12.290000
3934727,10.650000
3985676,13.710000
4071581,21.730000
4098782,13.670000
4176573,11.910000
4365283,100.000000
4690327,11.650000
4711217,20.130000
4718716,17.530000
4832930,16.260000
4882872,25.000000
4911722,17.030000
5005968,9.140000
5563350,13.780000
5659864,17.140000
6055289,9.730000
6223905,23.900000
6268594,22.730000
6483727,12.510000
6747203,16.060000
7340453,11.380000
7410885,15.240000
7591465,12.120000
7684135,10.640000
7706705,8.830000
8041302,17.190000
8119834,12.040000
8170242,16.880000
8363141,11.980000
8760033,46.680000
8881297,14.440000
9066351,15.100000
9361427,6.990000
9561918,13.160000
9736638,10.000000
10030059,19.800000
10759587,21.680000
10880609,12.340000
11137181,20.210000
11253297,14.030000
11431931,15.730000
11707013,22.590000
12120515,7.740000
12450452,22.760000
12497617,13.430000
12945093,24.770000
13043029,50.000000
13630808,38.890000
13908542,15.020000
14350494,16.370000
14387072,11.120000
14405936,20.770000
15551343,23.080000
15641218,15.440000
17479767,16.720000
17492464,26.640000
17511965,100.000000
17661166,16.040000
17794913,20.840000
18149131,13.800000
20272422,22.420000
20699734,11.480000
20873473,11.720000
21203842,24.000000
21374533,14.210000
21685335,35.300000
21693393,19.470000
23155481,19.350000
23279074,9.760000
26087398,18.590000
26398020,100.000000
26541399,12.540000
27322128,14.560000
27554691,30.190000
27564630,26.450000
32365653,14.640000
32906095,15.950000
33419912,100.000000
33801277,44.240000
34423885,12.290000
35231887,15.630000
35819875,21.100000
36317391,14.290000
36576761,14.570000
36648204,33.340000
37786223,18.410000
38271760,23.280000
39267739,11.970000
41160587,16.980000
43272050,13.990000
43403127,24.250000
44903085,13.660000
47791562,26.670000
47868246,23.200000
49142760,17.380000
49631892,15.140000
51030552,15.890000
54191665,13.990000
56748733,17.280000
58485079,12.490000
61639371,14.080000
66692456,9.530000
66733002,14.160000
75937648,16.960000
77543886,100.000000
85816940,17.560000
94363275,25.000000
97340936,15.080000
99781740,30.000000
118754720,15.960000
120279132,14.820000
128912828,15.830000
135980509,10.120000
147983220,7.780000
157330863,11.940000
169528817,33.340000
174589427,16.130000
176135235,25.500000
194326389,15.400000
199168733,16.990000
225347042,18.610000
258592987,11.300000
258875006,17.250000
269415357,14.530000
271887040,8.140000
283886865,17.430000
286113280,13.040000
292838396,18.060000
303246676,30.160000
313248263,12.500000
316381099,13.910000
320740464,13.500000
337827661,11.370000
343015985,5.110000
349991143,8.010000
351609538,9.010000
351856931,22.490000
353361863,14.400000
358695457,15.840000
364225566,18.910000
370687372,13.520000
370689210,12.980000
372984197,10.960000
386900246,12.310000
387108043,12.260000
387636363,12.100000
390647282,18.920000
392505232,14.390000
393885664,13.050000
397244810,28.340000
399815233,12.550000
401480763,12.720000
402417817,17.590000
406805563,13.030000
407106379,12.620000
410520501,19.820000
410741448,21.680000
416622817,17.700000
420249427,17.050000
421267475,13.310000
421347849,15.440000
422501642,16.370000
423902976,10.030000
430219038,13.970000
431311100,14.290000
431473020,18.460000
434334701,15.270000
434401868,10.700000
434563934,18.630000
434565011,13.550000
434662713,13.080000
436693674,11.560000
436809386,17.950000
437786939,15.920000
438756539,17.650000
438848253,15.020000
439071630,8.070000
441381282,24.390000
441382432,16.540000
441952268,12.460000
442426299,16.080000
442902274,18.430000
451377668,12.580000
455899334,20.570000
456749835,16.580000
471460273,11.440000
471723540,12.340000
472056419,20.230000
472360498,14.100000
472821519,13.360000
472845978,12.500000
472848826,19.520000
472877684,14.740000
473764233,18.040000
474369808,13.710000
474593909,16.140000
474593910,18.830000
474856218,7.860000
476542825,11.860000
476676325,18.480000
476725595,24.450000
477306079,12.570000
477317922,11.340000
477332594,15.590000
477342747,14.820000
479633069,13.740000
